start_time,end_time,text
1882.731,1884.688,I don't care very much for chocolate.
1884.905,1886.775,"Well I can't figure out just two,"
1886.992,1889.124,so let's pretend you opened two hundred.
1889.298,1893.603,"Now, if you opened two hundred Wonka Bars,
apart from being dreadfully sick,"
1893.821,1895.43,"you'd have used up twenty
percent of one thousand,"
1895.647,1898.561,"which is fifteen percent half
over again, ten percent..."
1947.457,1948.183,Hi.
1948.269,1950.184,I'd like a bar of chocolate please.
1950.314,1951.444,"Yeah, sure."
1951.662,1952.749,What kind?
1952.967,1955.924,"A Slugworth Sizzler?
A Wonka Scrumdidilyumptious?"
1956.142,1959.143,"- Whichever's the biggest.
- Try a Wonka Scrumdidilyumptious."
